dataset,employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met,awards_won,avg_training_score,is_promoted
train,32437,2,2,2,1,1,2,45,3,5,1,1,61,0
train,65689,1,2,2,1,3,1,57,5,6,0,0,45,0
train,73819,2,15,3,1,3,2,39,2,8,0,0,59,0
train,74019,6,2,3,1,1,1,42,1,4,0,0,70,0
train,76698,2,7,2,2,3,1,45,3,4,0,1,65,1
train,70387,2,30,3,1,1,1,41,3,3,1,0,61,0
train,56162,3,27,3,2,1,1,41,1,11,0,0,74,0
train,26260,1,24,3,1,1,1,34,1,7,0,0,50,0
train,53188,1,31,2,1,1,1,47,5,18,0,0,52,0
train,34074,1,25,3,1,1,1,33,5,7,1,0,51,0
train,38934,2,22,3,2,1,1,48,3,15,0,0,69,1
train,39799,2,15,2,1,3,1,34,4,3,0,0,60,0
train,40775,1,1,3,1,3,1,35,5,4,1,0,47,0
train,41928,4,1,3,1,1,1,35,5,4,1,0,84,0
train,31364,3,15,2,2,1,2,26,3,2,0,0,79,0
train,25351,1,14,3,1,1,1,45,3,17,0,0,49,0
train,72690,1,9,3,2,1,1,31,3,1,0,0,54,0
train,11666,1,34,2,1,1,1,30,5,7,0,0,49,0
train,10167,1,13,2,1,1,1,46,1,5,0,0,50,0
train,43399,2,2,2,2,3,1,60,5,4,1,0,56,0
train,72916,2,27,2,1,3,1,44,5,11,1,0,55,0
train,19440,3,22,3,1,1,3,35,3,3,0,0,86,0
train,55444,1,22,2,1,1,2,33,2,6,0,0,52,0
train,10360,2,6,2,1,1,1,38,4,8,1,0,55,0
train,66637,3,22,3,1,1,1,39,3,5,0,0,80,0
train,63026,1,26,2,1,3,1,30,3,2,0,0,50,0
train,53981,2,5,2,1,1,1,31,NA,1,1,0,65,0
train,66248,1,7,2,1,1,1,57,4,3,0,0,50,0
train,73279,1,2,2,2,3,1,34,1,7,0,0,50,0
train,57365,2,2,2,1,3,1,38,3,4,1,0,66,0
train,36691,1,14,NA,1,3,1,24,NA,1,1,0,55,0
train,31987,6,17,3,1,3,1,45,3,16,0,0,87,1
train,73265,1,1,3,1,3,1,40,1,11,0,0,53,0
train,62530,6,32,2,1,3,2,32,3,3,0,0,70,0
train,52716,1,2,2,2,1,2,29,3,2,0,0,48,0
train,12930,7,2,2,2,3,1,39,4,11,0,0,59,0
train,70371,4,13,2,1,1,1,32,3,7,0,0,80,0
train,32774,2,2,3,1,3,2,57,4,7,1,0,58,0
train,78119,6,11,2,2,3,1,36,3,4,1,0,72,0
train,50338,1,2,2,1,3,1,34,1,5,0,0,46,0
train,64630,8,22,3,2,3,1,33,5,7,1,0,50,0
train,1830,3,2,3,1,1,1,39,2,4,1,0,81,0
train,60743,7,15,2,2,1,2,32,4,8,0,0,59,0
train,77734,3,2,2,1,2,1,31,3,6,0,0,77,0
train,51440,1,22,2,1,3,1,31,1,7,1,0,52,0
train,58579,6,22,2,2,3,1,25,3,3,0,0,68,0
train,38123,1,4,2,2,1,1,43,5,4,1,0,50,0
train,57033,2,2,2,1,1,1,25,NA,1,0,0,65,0
train,42513,6,2,3,2,3,1,50,1,16,0,0,68,0
train,29146,2,22,3,1,3,3,32,3,4,1,0,64,1
train,72935,7,32,2,1,1,1,28,3,2,0,0,59,0
train,16889,1,17,2,1,3,1,32,1,5,0,0,51,0
train,6181,1,16,2,1,1,1,34,5,5,0,0,49,0
train,9025,2,16,2,1,3,1,30,5,4,0,0,55,0
train,65024,2,7,3,2,1,1,33,5,6,0,0,74,1
train,61874,6,7,3,1,1,2,46,4,19,1,0,70,0
train,30900,1,12,2,1,1,1,35,4,10,1,0,50,1
train,44381,2,7,2,1,3,1,33,5,8,1,0,59,1
train,805,2,22,2,1,1,1,30,4,4,0,0,59,0
train,10468,6,7,2,1,1,2,33,5,4,1,0,71,0
train,54127,1,13,2,1,3,1,28,4,5,0,0,52,0
train,63027,3,24,3,1,3,1,38,3,8,0,0,84,0
train,26944,1,2,2,2,1,1,34,2,7,1,0,49,1
train,6788,1,2,NA,2,3,2,40,NA,1,1,0,51,0
train,51318,6,31,2,2,1,2,30,3,5,0,0,73,0
train,30551,2,12,2,2,1,1,29,2,7,0,0,60,0
train,74141,5,26,2,1,1,1,30,3,3,0,0,83,0
train,16399,1,31,2,1,1,1,38,4,10,0,0,50,0
train,10389,2,7,2,1,3,3,40,3,11,0,0,60,0
train,15369,4,22,NA,2,3,1,29,4,5,0,0,86,0
train,41337,8,2,3,2,1,1,53,4,25,0,0,47,0
train,633,1,17,2,2,1,1,26,3,2,0,0,49,0
train,30155,4,32,2,1,3,2,28,NA,1,0,0,82,0
train,59337,4,22,3,1,1,1,26,NA,1,1,0,84,0
train,3968,6,10,2,1,3,1,28,3,4,0,0,65,0
train,1709,8,7,2,2,1,1,30,3,3,0,0,51,0
train,1588,2,15,3,1,3,1,59,4,4,1,0,56,0
train,573,5,22,2,2,3,1,29,NA,1,1,0,86,0
train,24750,3,14,2,1,1,1,31,3,4,0,0,83,0
train,9098,6,7,2,2,3,1,26,3,2,0,0,69,0
train,41768,2,19,3,2,1,1,37,3,10,0,0,62,0
train,43660,2,8,2,2,1,1,25,3,1,0,0,62,0
train,8027,3,31,2,1,3,1,27,2,3,1,0,78,0
train,15774,2,2,3,1,1,1,39,4,10,0,0,60,0
train,4857,4,28,2,1,3,1,36,5,3,1,0,91,1
train,58988,6,23,3,1,3,2,35,5,6,1,0,91,1
train,54550,3,8,2,2,3,1,28,NA,1,0,0,81,0
train,31552,1,21,2,1,3,1,30,NA,1,1,0,50,0
train,76968,6,22,3,1,1,1,37,5,9,1,0,75,0
train,73203,3,28,3,1,1,2,35,1,9,0,0,80,0
train,60095,1,28,3,2,3,1,30,1,5,0,0,54,0
train,6731,5,29,2,1,1,1,30,5,1,0,0,96,1
train,39725,3,2,2,1,3,1,45,4,3,0,0,83,0
train,70021,6,23,3,1,3,1,36,3,7,1,0,71,0
train,22958,1,11,2,1,1,1,37,3,4,0,0,50,0
train,21955,6,2,2,2,1,2,39,3,4,0,0,73,0
train,72984,2,19,2,1,3,1,37,5,6,0,0,59,0
train,63667,6,26,2,1,3,1,28,NA,1,0,0,82,1
train,4147,6,22,3,1,1,1,40,3,12,0,0,70,0
train,28714,1,3,2,1,3,1,30,5,3,1,0,52,0
train,51959,2,31,3,1,3,1,36,4,7,0,0,56,0
train,68716,1,15,2,2,3,1,27,2,4,0,0,57,0
train,30802,2,11,2,2,3,1,29,1,4,0,0,57,0
train,34542,3,2,2,2,1,7,31,3,5,1,0,82,0
train,32970,6,22,3,1,3,1,36,4,7,1,0,67,0
train,10936,2,12,2,1,3,1,30,4,4,0,0,57,0
train,20326,4,28,3,1,3,2,32,3,6,1,0,86,0
train,38445,1,15,2,1,1,1,29,5,2,0,0,50,0
train,18621,1,2,2,2,3,1,29,NA,1,0,0,45,0
train,10345,1,22,3,1,3,2,38,1,8,0,0,47,0
train,25834,6,2,3,2,3,1,51,3,15,0,0,71,0
train,333,7,22,3,1,3,1,32,3,8,0,0,58,0
train,28850,3,14,3,2,1,1,36,3,5,1,0,83,0
train,61888,2,15,2,1,1,2,30,5,5,1,0,57,0
train,30928,7,26,2,2,1,1,26,3,5,0,0,56,0
train,21230,5,7,2,1,1,2,32,5,3,1,0,83,1
train,22445,1,30,2,1,3,2,26,3,3,0,0,50,0
train,57206,4,28,2,1,1,1,30,4,2,0,0,83,0
train,57587,1,6,2,2,3,1,28,1,2,0,0,50,0
train,29950,1,26,2,1,1,1,40,3,18,1,0,55,1
train,1825,9,2,2,1,3,1,33,1,6,0,0,66,0
train,5272,2,2,1,2,1,1,24,NA,1,0,0,73,1
train,49389,9,27,1,1,3,1,27,NA,1,1,0,59,0
train,66875,2,29,2,1,1,1,30,4,2,1,0,61,0
train,51071,1,4,3,2,1,1,37,3,9,0,0,44,0
train,62499,2,2,NA,2,3,1,33,3,9,0,0,58,0
train,4566,4,2,2,1,3,2,31,3,2,0,0,84,0
train,77674,1,31,2,1,1,1,43,3,3,0,0,48,0
train,70679,1,2,3,2,3,1,39,1,10,1,0,52,1
train,20516,1,2,NA,1,3,1,24,3,2,1,1,81,1
train,45145,6,4,3,1,3,1,41,2,12,0,0,71,0
train,45721,5,4,3,1,3,1,35,5,4,1,0,85,0
train,52241,1,7,2,1,1,1,24,NA,1,0,0,49,0
train,23337,1,1,3,1,1,3,33,2,7,0,0,53,0
train,8386,1,17,3,1,3,1,35,3,3,0,0,47,0
train,70491,1,15,2,1,1,1,30,2,8,1,1,50,0
train,23241,6,15,2,1,3,1,29,3,2,0,0,68,0
train,54003,1,6,2,1,3,1,28,5,2,1,0,50,0
train,24843,2,2,3,2,3,1,48,5,15,1,0,61,0
train,35222,3,2,2,1,3,1,31,3,3,0,0,79,0
train,47183,1,1,2,1,3,1,26,1,3,1,0,50,0
train,22660,1,27,NA,1,1,2,24,NA,1,0,0,47,0
train,11943,3,27,2,2,2,1,30,NA,1,1,0,76,0
train,57744,2,8,3,2,1,1,38,3,2,1,0,61,0
train,29142,1,31,NA,1,1,1,27,5,3,1,0,49,0
train,15620,3,2,3,2,3,1,49,1,24,0,0,77,0
train,44301,3,11,2,2,3,1,32,NA,1,0,0,80,0
train,24875,2,34,2,1,3,1,26,NA,1,0,0,65,0
train,61614,1,2,2,2,3,1,35,5,7,0,0,48,0
train,73393,7,2,2,2,3,2,46,3,3,0,0,59,0
train,27459,6,22,3,1,3,1,34,2,6,0,0,69,0
train,27533,7,22,2,2,1,2,30,1,3,1,0,59,0
train,47584,6,2,NA,2,1,1,53,1,11,0,0,67,0
train,75636,1,4,3,1,1,1,49,3,17,0,0,48,0
train,18390,6,27,3,2,3,1,35,3,5,0,0,68,0
train,69146,5,22,3,1,3,1,34,4,4,0,0,83,0
train,10122,1,30,2,1,3,7,26,2,5,0,0,46,0
train,20927,1,1,2,1,1,2,29,NA,1,0,0,47,0
train,60018,2,7,3,2,3,1,37,3,4,0,0,58,0
train,68791,4,27,2,1,3,2,25,4,2,0,0,80,0
train,25354,1,2,2,1,3,1,47,4,16,1,0,48,1
train,3491,4,12,2,1,1,1,28,2,5,0,0,85,0
train,74687,1,14,2,1,3,1,32,5,10,1,0,48,0
train,50049,6,19,2,1,3,1,34,3,4,0,0,71,0
train,30088,2,2,NA,1,1,1,36,4,3,0,0,59,0
train,45140,9,22,2,1,3,1,32,2,6,0,0,59,0
train,35436,6,24,3,1,1,2,32,2,5,0,0,72,0
train,72109,1,8,2,1,3,1,29,4,3,0,0,52,0
train,24397,2,22,2,1,3,1,32,4,4,1,1,57,1
train,44154,1,22,2,1,3,5,27,3,2,0,0,52,0
train,60571,1,13,2,1,3,1,34,5,4,1,0,51,0
train,59722,1,16,3,2,3,1,36,3,8,0,0,48,0
train,27505,2,8,2,1,1,1,26,5,2,1,0,59,0
train,9072,1,14,3,1,3,1,33,4,3,1,0,94,1
train,14939,1,27,3,1,3,1,47,1,3,0,0,45,0
train,13888,1,11,2,1,3,1,42,3,2,0,0,48,0
train,44589,1,26,3,1,3,1,38,1,8,0,0,54,0
train,15024,3,32,2,2,1,4,32,5,8,0,0,93,1
train,57609,6,17,2,2,3,1,44,3,16,0,0,70,0
train,8470,1,22,3,1,3,1,33,4,5,1,0,46,0
train,47152,1,26,2,1,1,2,27,3,3,0,0,55,0
train,43153,3,2,3,1,3,2,50,5,14,0,0,85,0
train,4464,6,31,2,2,3,2,29,3,4,0,0,71,0
train,17190,6,34,2,1,3,1,29,5,4,0,0,84,1
train,109,3,27,NA,1,1,2,28,3,2,0,0,79,0
train,48753,4,2,2,1,3,1,44,5,7,1,0,84,0
train,17602,2,8,2,2,3,1,32,4,2,1,0,61,0
train,71562,4,28,3,1,1,2,30,3,6,0,0,83,0
train,70593,2,21,2,1,3,1,37,5,4,1,0,59,0
train,4445,2,22,2,2,1,1,37,3,5,1,0,59,0
train,47038,1,14,2,1,1,1,32,1,4,0,0,52,0
train,31070,6,23,2,1,1,1,36,3,2,0,0,66,0
train,33000,6,2,2,2,3,2,34,3,4,1,0,62,0
train,20974,7,8,2,2,3,1,30,3,3,0,0,65,0
train,64764,3,2,2,1,1,1,26,NA,1,1,1,81,1
train,38060,1,29,3,1,1,1,31,1,2,0,0,51,0
train,40172,3,2,2,1,2,1,41,5,7,0,0,83,0
train,36808,2,2,3,1,1,1,33,2,7,0,0,57,0
train,9763,2,20,2,1,3,1,25,4,3,0,0,58,0
train,76038,2,7,2,2,1,1,39,3,6,1,0,58,0
train,71813,6,12,2,2,1,1,31,3,6,0,0,70,0
train,42426,3,2,3,2,1,1,56,2,16,0,0,79,0
train,61602,1,14,2,1,3,1,30,1,3,0,0,50,0
train,48737,2,4,2,1,3,2,29,5,5,1,0,63,1
train,65518,1,9,3,1,1,1,31,4,3,0,0,50,0
train,70606,5,31,3,1,1,2,28,4,2,0,0,82,0
train,7717,4,20,2,1,3,2,30,2,3,0,0,82,0
train,68386,4,11,2,1,1,1,30,1,2,0,0,84,0
train,51891,6,7,2,2,3,1,29,4,6,1,0,65,0
train,36931,2,19,2,2,3,1,31,3,3,1,0,60,0
train,60567,4,25,2,1,3,1,30,3,6,1,0,84,1
train,22820,6,2,2,1,1,1,26,NA,1,0,0,72,0
train,11028,2,16,2,1,1,1,44,5,4,1,0,60,0
train,6425,6,24,3,2,3,1,31,1,6,0,0,70,0
train,13047,3,33,2,2,3,1,35,4,3,0,0,77,0
train,63491,6,23,3,1,3,1,41,3,3,0,0,73,0
train,44748,1,25,2,1,3,1,33,5,7,1,0,47,0
train,32186,3,31,2,1,1,1,33,5,4,1,0,81,0
train,55275,2,2,1,1,1,1,26,5,3,0,0,60,0
train,48682,1,13,2,1,1,1,47,4,19,0,0,48,0
train,74930,1,11,2,1,1,1,28,5,5,1,0,51,0
train,45051,1,13,2,1,3,1,32,1,5,0,0,52,0
train,24675,1,24,2,1,3,1,36,3,10,0,0,50,0
train,28572,6,7,3,2,3,2,39,3,5,0,0,68,0
train,38163,3,7,2,2,3,1,29,5,2,1,0,81,0
train,65257,1,2,NA,1,1,3,45,3,6,0,0,47,0
train,14988,2,2,2,1,1,1,48,2,4,0,0,58,0
train,12936,8,2,2,1,3,2,32,3,5,0,0,49,0
train,58180,2,2,2,2,3,1,39,2,5,0,0,63,0
train,20295,2,2,3,1,3,1,53,4,19,1,0,57,0
train,71073,1,22,2,1,3,1,42,3,4,0,0,53,0
train,2221,7,2,3,2,3,2,35,5,4,0,0,59,0
train,47279,4,34,2,1,1,1,30,1,4,0,0,82,0
train,40019,4,27,NA,1,3,1,31,4,6,1,0,86,0
train,50781,2,8,2,1,3,1,26,5,3,0,0,56,0
train,64947,1,7,2,1,3,1,35,5,3,1,1,45,1
train,31258,1,7,2,1,1,1,45,1,5,0,0,52,0
train,11796,6,27,2,1,1,5,37,3,9,0,0,64,0
train,69912,2,2,2,2,3,1,42,5,10,1,0,59,0
train,38974,1,7,3,1,3,1,43,5,14,1,0,50,0
train,39544,2,11,2,1,3,1,27,5,2,1,0,58,0
train,5303,1,34,2,1,3,1,26,NA,1,1,0,48,0
train,14189,1,15,3,1,1,1,38,1,10,0,0,50,0
train,35644,4,9,3,1,3,1,31,4,5,1,0,82,0
train,23232,2,15,2,2,1,1,30,2,2,0,0,64,0
train,28851,6,2,NA,2,1,1,37,4,11,0,0,70,0
train,8174,1,16,3,1,3,1,35,1,4,0,0,48,0
train,72379,2,7,3,2,1,2,38,5,4,1,0,63,0
train,7814,5,22,2,1,1,3,30,5,2,0,0,85,0
train,54321,3,7,2,1,1,1,30,NA,1,1,0,78,1
train,17873,1,30,2,1,1,2,28,3,2,0,0,52,0
train,32272,2,13,3,1,3,1,42,4,7,0,0,59,0
train,31847,6,22,2,1,1,1,33,2,7,0,0,68,0
train,11855,1,11,3,1,3,1,39,4,4,0,0,45,0
train,70961,1,7,NA,1,1,1,33,2,7,1,0,49,0
train,32378,3,13,3,2,3,1,43,4,6,0,0,81,0
train,45064,2,14,2,2,1,1,30,4,7,0,0,59,0
train,28533,4,15,3,1,1,1,37,3,3,1,0,85,0
train,1412,3,31,2,1,3,1,33,4,6,1,1,81,0
train,15311,1,1,3,1,1,1,38,5,10,0,0,49,0
train,43786,4,22,2,2,1,2,27,3,3,1,0,85,1
train,13825,2,22,2,2,1,1,24,5,2,0,0,55,0
train,36207,2,16,2,2,1,1,35,2,10,0,0,58,0
train,18293,2,2,3,1,3,2,42,5,2,1,0,57,0
train,21794,1,28,3,1,3,1,32,3,7,0,0,53,0
train,11349,1,26,2,1,3,2,25,3,2,0,0,45,0
train,65504,6,2,3,2,3,1,35,5,6,1,0,67,0
train,73508,3,2,3,2,1,1,54,3,24,0,0,75,0
train,68754,1,32,2,1,3,1,33,2,3,0,0,45,0
train,6099,1,22,NA,2,1,1,27,NA,1,0,0,48,0
train,38634,4,31,2,1,3,2,28,3,2,1,0,86,1
train,38271,8,23,3,2,3,1,36,3,8,0,0,44,0
train,53405,6,2,3,2,3,3,51,3,7,1,0,72,0
train,77609,2,11,2,2,1,2,31,3,2,0,0,57,0
train,22580,1,26,2,1,3,2,25,1,4,0,0,47,0
train,43497,8,2,3,1,1,1,45,3,3,0,0,51,0
train,14781,7,7,2,1,1,1,31,3,4,0,0,64,0
train,14576,8,14,2,1,3,1,39,3,11,0,0,53,0
train,45407,6,15,2,2,3,1,39,4,5,1,0,73,0
train,3124,6,26,2,2,3,1,25,2,2,1,0,66,0
train,70800,2,4,3,2,1,1,37,5,8,1,1,99,1
train,35493,3,20,2,1,3,1,29,5,3,1,0,80,0
train,25396,1,6,2,1,3,1,27,1,5,0,0,52,0
train,5283,2,2,2,1,3,1,27,4,3,0,0,59,0
train,10067,1,11,2,1,3,1,47,4,6,0,0,51,0
train,46585,7,2,3,1,1,1,36,4,3,0,0,55,0
train,3225,2,8,2,1,3,1,35,5,9,1,0,58,0
train,55264,1,8,2,1,1,1,35,3,8,0,0,51,0
train,22333,3,2,2,2,1,2,32,3,5,1,0,82,0
train,63955,1,23,2,1,1,1,26,NA,1,0,0,47,0
train,69334,7,28,3,1,3,1,33,3,3,1,1,60,1
train,4310,1,10,3,2,1,1,32,2,5,0,0,56,0
train,45756,6,19,2,1,3,1,41,5,4,1,0,73,0
train,10377,1,22,NA,1,1,1,26,4,2,1,0,53,0
train,35903,7,13,3,1,1,1,40,5,4,0,0,58,0
train,50163,2,3,2,2,1,1,31,3,4,0,0,55,0
train,25255,3,7,2,1,3,1,25,3,2,0,0,78,0
train,21623,9,2,3,1,3,1,58,3,15,1,0,60,0
train,701,1,32,2,2,3,1,27,1,4,0,0,53,0
train,3440,1,27,2,1,3,1,29,5,5,1,0,52,0
train,68280,1,22,2,1,1,2,33,4,8,0,0,46,0
train,69785,8,2,2,2,3,1,28,NA,1,0,0,43,0
train,69847,2,26,2,2,3,1,32,4,2,1,0,59,0
train,49317,7,7,3,2,1,1,36,5,2,1,0,57,0
train,1159,6,2,3,2,3,1,37,3,3,0,0,72,0
train,19141,8,32,2,1,3,1,30,5,7,1,0,51,0
train,14262,3,23,3,1,1,1,43,2,7,0,0,77,0
train,44397,3,29,3,2,3,1,31,3,5,1,0,81,0
train,32925,5,31,3,1,3,2,34,4,4,0,0,86,0
train,54216,2,2,2,1,1,1,45,4,18,1,0,61,0
train,2732,4,22,3,1,3,2,30,3,6,0,0,80,0
train,70028,4,15,2,1,1,3,39,3,6,0,0,84,0
train,15431,3,17,3,1,3,1,34,5,5,1,0,81,0
train,36487,3,15,3,1,3,1,36,2,8,0,0,86,0
train,68345,3,26,2,1,1,1,25,4,3,0,0,80,0
train,11310,1,32,2,1,1,1,28,4,4,0,0,45,0
train,5366,7,12,2,1,3,1,31,2,5,0,0,60,0
train,73314,6,2,3,2,3,1,49,5,7,1,0,73,0
train,11811,3,7,3,2,3,1,39,4,4,1,0,78,1
train,34277,1,31,2,1,1,1,49,3,19,0,0,50,0
train,48381,6,22,3,2,1,1,37,3,9,0,0,67,0
train,5108,3,26,2,2,1,1,38,2,5,1,0,79,0
train,77379,2,2,2,1,3,1,38,4,10,0,0,59,0
train,3144,1,22,3,1,1,1,44,1,9,0,0,54,0
train,69095,3,22,2,1,2,1,30,4,2,1,0,84,0
train,26952,4,13,3,1,3,1,34,2,6,0,0,86,0
train,36231,7,2,1,1,1,2,25,NA,1,1,0,60,0
train,34336,2,2,3,2,1,2,34,5,7,0,0,61,0
train,9431,3,22,3,2,1,1,35,1,4,0,0,81,0
train,21346,6,17,2,2,3,1,38,2,4,0,0,65,0
train,49690,6,26,2,2,3,1,40,3,7,0,0,68,0
train,72435,9,2,2,2,3,1,52,3,4,1,1,55,0
train,23578,1,7,2,1,1,1,60,2,12,0,0,48,0
train,41187,1,27,2,1,1,6,27,NA,1,0,0,58,0
train,354,2,22,2,1,3,1,32,2,5,1,0,62,0
train,58828,8,26,2,1,3,1,28,2,2,1,0,52,1
train,61780,1,9,2,1,1,1,28,1,3,0,0,52,0
train,7340,2,2,3,2,1,2,51,5,16,1,0,62,0
train,41693,1,2,3,1,1,1,33,4,5,0,0,49,0
train,28187,1,28,3,2,3,1,31,3,1,0,0,47,0
train,66834,1,28,2,1,3,1,26,2,3,0,0,54,0
train,60503,1,29,2,1,3,1,30,NA,1,1,0,47,0
train,8698,2,13,2,2,1,1,29,5,2,1,0,60,0
train,17176,7,6,2,1,1,3,31,4,3,0,0,65,0
train,29130,2,22,2,1,1,1,43,2,11,0,0,57,0
train,31275,1,27,2,1,1,1,32,1,6,1,0,47,0
train,27190,2,7,2,1,1,1,33,3,4,0,0,74,1
train,31822,1,31,2,1,1,1,30,1,3,0,0,48,0
train,34642,1,2,NA,1,1,1,23,NA,1,0,0,44,0
train,38439,6,2,NA,2,1,1,28,3,4,0,0,68,0
train,43073,8,2,3,2,1,1,43,5,11,1,0,51,0
train,58428,2,2,2,1,3,1,44,4,15,0,0,55,0
train,64448,4,22,3,2,3,1,33,3,2,0,0,84,0
train,15747,1,29,2,1,3,1,31,2,7,0,0,50,0
train,61038,1,5,3,1,3,1,37,1,10,0,0,48,0
train,8229,3,7,2,2,3,2,32,3,6,0,0,79,0
train,70844,3,16,2,2,1,1,37,3,11,0,0,79,0
train,26756,1,27,3,1,1,1,37,3,5,0,0,49,0
train,49548,1,25,2,1,3,1,28,NA,1,0,0,46,0
train,7348,2,4,3,1,1,2,35,3,9,0,0,56,0
train,26805,2,32,2,1,3,1,36,4,3,1,0,74,1
train,73742,3,7,2,1,1,2,39,3,5,1,0,78,0
train,58616,2,20,2,2,3,1,30,5,5,0,0,56,0
train,12976,2,4,2,2,3,1,26,3,5,0,0,60,0
train,32563,1,22,2,1,3,1,27,3,3,0,0,51,0
train,52952,4,22,2,1,2,1,32,3,3,1,1,78,1
train,36491,2,26,2,1,3,1,42,3,12,0,0,55,0
train,21474,4,20,2,1,1,1,30,NA,1,0,0,84,0
train,33441,5,4,2,1,1,1,35,5,7,0,0,89,0
train,26205,3,27,2,1,3,1,28,2,2,0,0,79,0
train,54395,8,2,2,2,1,1,27,5,5,1,0,46,0
train,645,2,7,3,2,1,1,38,3,9,0,0,62,0
train,68530,2,9,NA,1,1,1,27,3,2,0,0,65,0
train,48281,2,15,3,1,1,1,43,2,3,0,0,59,0
train,22848,1,2,3,2,1,1,34,5,9,0,0,49,0
train,37822,3,2,3,1,3,1,38,3,8,0,0,77,0
train,41650,2,27,2,2,1,1,25,1,2,0,0,57,0
train,604,3,26,2,1,3,1,35,1,6,1,0,77,1
train,3290,1,34,2,1,1,1,29,1,5,0,0,48,0
train,51109,1,26,2,1,3,1,40,1,6,0,0,55,0
train,4616,3,27,2,2,1,1,35,1,4,1,0,83,0
train,16149,4,22,2,1,3,1,34,3,3,0,0,89,1
train,39486,6,2,2,2,1,1,37,1,2,0,0,64,0
train,52062,5,11,3,1,1,1,29,3,2,1,0,84,0
train,15240,3,8,3,1,3,1,39,1,8,0,0,77,0
train,44620,6,17,2,1,1,1,50,3,8,0,0,71,0
train,36260,8,22,2,2,1,1,25,5,2,1,0,47,0
train,495,1,27,2,1,3,1,40,2,10,0,0,49,0
train,20877,1,4,2,2,3,1,30,3,8,1,0,50,1
train,46802,6,20,2,2,3,1,33,2,3,1,0,69,1
train,57617,6,28,2,2,3,1,32,3,3,0,0,70,0
train,58022,3,22,3,1,1,1,39,2,7,0,0,78,0
train,38042,2,4,2,1,3,1,52,4,10,0,0,60,0
train,14067,6,7,2,2,3,1,29,5,4,1,0,72,1
train,76377,2,2,2,1,1,1,48,5,17,1,0,58,0
train,61192,3,16,2,1,3,2,38,1,8,1,0,81,0
train,40611,1,26,2,1,3,1,44,3,10,0,0,49,0
train,44100,1,7,3,1,1,1,42,5,11,1,0,54,1
train,66950,1,2,NA,1,3,1,29,4,2,0,0,47,0
train,396,6,4,3,2,3,1,34,4,7,0,0,70,0
train,74313,1,30,3,1,3,1,39,4,8,0,0,47,0
train,21865,1,2,3,2,1,1,38,2,8,0,0,51,0
train,3116,3,33,2,1,3,1,47,3,16,0,0,80,0
train,3473,2,16,2,1,3,1,29,3,3,0,0,66,0
train,35975,1,2,2,2,1,1,36,2,7,0,0,50,0
train,35722,3,2,2,1,1,1,29,1,6,1,0,77,0
train,47118,8,2,3,1,3,1,34,3,7,0,0,55,0
train,62522,1,2,2,1,1,1,28,NA,1,0,0,47,0
train,53497,3,26,2,1,3,2,27,3,1,0,0,77,0
train,77337,8,6,2,1,3,1,29,1,3,0,0,51,0
train,31700,6,17,3,2,3,1,36,3,4,0,0,81,1
train,22486,1,14,2,2,1,1,29,4,3,0,0,52,0
train,74603,4,22,2,1,1,2,28,NA,1,1,0,89,0
train,2367,4,13,2,1,3,1,26,3,4,0,0,85,0
train,31495,6,2,1,2,3,3,22,NA,1,0,0,66,0
train,61087,4,15,3,1,3,3,35,5,3,0,0,86,0
train,21568,3,2,2,2,2,1,49,5,6,0,0,80,0
train,12721,3,22,2,1,1,1,33,5,2,1,0,79,0
train,47809,1,2,2,1,2,1,30,NA,1,1,0,50,0
train,63126,2,22,3,1,3,1,43,4,3,0,0,59,0
train,53147,1,4,2,1,3,1,44,4,12,0,0,50,0
train,8926,1,31,NA,1,1,1,25,4,3,0,0,47,0
train,35744,1,28,NA,1,3,1,25,4,3,1,0,64,1
train,49438,1,2,2,1,3,3,53,3,12,0,0,50,0
train,58990,2,26,3,1,3,1,36,3,9,0,0,62,0
train,8245,6,7,3,2,1,2,50,5,13,1,0,69,0
train,73359,1,11,2,1,1,1,31,4,4,1,0,48,0
train,33382,1,22,2,1,3,2,36,1,4,0,0,49,0
train,63931,1,22,2,1,1,1,24,1,2,0,0,48,0
train,71831,5,4,3,1,3,1,32,5,5,1,0,78,0
train,70222,1,2,2,2,1,1,51,1,13,0,0,51,0
train,34877,4,29,2,1,1,1,29,5,3,1,0,87,0
train,25881,7,4,2,1,1,1,29,NA,1,1,0,55,0
train,24309,9,2,2,2,3,1,32,NA,1,0,0,63,0
train,54981,2,15,2,2,3,2,42,5,5,1,0,61,1
train,63754,4,31,NA,1,3,1,26,5,2,1,0,87,0
train,45323,6,21,2,1,1,3,43,5,2,0,0,70,0
train,51739,4,22,2,1,3,1,31,3,4,0,0,85,0
train,30028,6,2,2,2,3,1,46,1,5,0,0,68,0
train,47808,1,4,2,1,3,1,38,4,6,0,0,46,0
train,65957,1,7,2,1,1,2,33,4,7,0,0,51,0
train,70386,2,17,2,1,1,1,33,5,3,1,0,63,0
train,53048,4,31,NA,1,3,1,27,NA,1,0,0,91,0
train,27292,4,2,2,2,3,1,30,4,5,0,0,91,0
train,4733,3,16,2,2,3,2,28,3,3,0,0,82,0
train,12469,6,15,2,1,3,1,44,5,5,1,0,72,0
train,21782,2,14,2,1,3,2,37,3,3,0,0,61,0
